item,itemLabel,party,partyLabel,area,areaLabel,startDate,endDate,gender,sourceDate,source,psid
Q2634360,GAROYIAN Marios,Q60785287,Democratic Front,Q64918041,Limassol constituency,2021-06-01,,male,2021-11-16,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q2634360-F9E58FE5-4DAE-4DA6-AABF-A51D7B9956DD
Q12875278,GAVRIEL Yiannakis,Q212158,Progressive Party of Working People,Q64918045,Famagusta constituency,2021-06-01,,male,2021-09-14,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q12875278-E7192B14-AA67-471F-BFA1-E04773788F8A
Q12885971,GEORGIADES Harris,Q644973,Democratic Rally,Q64918044,Nicosia constituency,2021-06-01,,male,2021-11-16,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q12885971-126DC8EF-199B-4893-B1AC-B99783F422A5
Q107063181,GEORGIOU Nikos,Q644973,Democratic Rally,Q64918045,Famagusta constituency,2021-06-01,,male,2022-07-28,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q107063181-D2CF4F85-39CD-4973-B94A-8000212D45D4
Q107084062,IOANNOU Sotiris,Q2748384,ELAM,Q64918047,Larnaca constituency,2021-06-01,,male,2022-07-28,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q107084062-4AE2BFF5-916B-485C-BAA9-FDFF59349BD8
Q12873768,KAFKALIAS Andreas,Q212158,Progressive Party of Working People,Q64918041,Limassol constituency,2021-06-01,,male,2022-07-28,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q12873768-25DEFA91-1AF0-4123-8C30-AC19CF8907C8
Q65026152,KAROULLAS George,Q644973,Democratic Rally,Q64918045,Famagusta constituency,2021-06-01,,male,2021-09-14,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q65026152-D75B9758-2BED-423D-98F6-70F03C073F0A
Q64994923,KETTIROS Nicos,Q212158,Progressive Party of Working People,Q64918045,Famagusta constituency,2021-06-01,,male,2021-09-14,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q64994923-4BCE1D16-AF61-401E-AD0D-5B63D344D469
Q107049021,KOUKOUMAS George,Q212158,Progressive Party of Working People,Q64918045,Famagusta constituency,2021-06-01,,male,2021-09-14,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q107049021-42A64B19-7BFA-4CAB-BE9A-63DEF42780BE
Q53461424,KOULIAS Zacharias,Q816863,Democratic Party,Q64918045,Famagusta constituency,2021-06-01,,male,2022-07-28,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q53461424-73980BD2-D3E3-4D7A-AD8C-E35A0714F9B1
Q47536190,KOULLA Onoufrios,Q644973,Democratic Rally,Q64918045,Famagusta constituency,2021-06-01,,male,2022-07-28,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q47536190-155A805A-E026-4E23-8681-A426E13B7C83
Q514075,KYPRIANOU Andros,Q212158,Progressive Party of Working People,Q64918044,Nicosia constituency,2021-06-01,,male,2022-07-28,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q514075-EE9A49EE-081A-4DE3-B60C-5CF83E24C57B
Q52776576,LEONIDOU Panicos,Q816863,Democratic Party,Q64918041,Limassol constituency,2021-06-01,,male,2022-07-28,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q52776576-1B6BCE86-89B3-4C2C-B4F8-A23E5425D477
Q12875354,LOUKAIDES Yiorgos,Q212158,Progressive Party of Working People,Q64918044,Nicosia constituency,2021-06-01,,male,2021-09-14,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q12875354-8E0692CC-BE7A-4ED0-AF36-0A98A9B76C42
Q64918169,MAVRIDES Marios,Q644973,Democratic Rally,Q64864679,Kyrenia constituency,2021-06-01,,male,2022-07-28,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q64918169-8BD48726-F110-4473-8D17-57592B1AEB30
Q52774772,MOUSIOUTTAS Marinos,Q60785287,Democratic Front,Q64918044,Nicosia constituency,2021-06-01,,male,2021-11-16,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q52774772-37E43A9B-6784-4BDB-A7D6-91AC7C4BBDF2
Q52773609,MYLONAS Pavlos,Q816863,Democratic Party,Q64918041,Limassol constituency,2021-06-01,,male,2022-07-28,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q52773609-F4DAF357-4919-45EA-B322-6CDC2E2C9C6B
Q53997687,MYRIANTHOUS Elias,Q259800,Movement for Social Democracy,Q64918042,Paphos constituency,2021-06-01,,male,2021-09-14,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q53997687-905208EA-6867-4844-9C46-A7CCA776980D
Q15951474,NEOFYTOU Averof,Q644973,Democratic Rally,Q64918044,Nicosia constituency,2021-06-01,,male,2022-07-28,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q15951474-81BA2F07-0C62-4485-95A3-56672B56EA1A
Q107048422,NIKOLAOU Marina,Q212158,Progressive Party of Working People,Q64918041,Limassol constituency,2021-06-01,,female,2021-09-14,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q107048422-49A95890-6708-48D6-9900-E1DC09436C6A
Q53553067,ORPHANIDES Christos,Q816863,Democratic Party,Q64918047,Larnaca constituency,2021-06-01,,male,2022-07-28,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q53553067-C99E20EB-C5AF-44BE-9CDF-95C632D965C4
Q47893519,ORPHANIDOU Savia,Q644973,Democratic Rally,Q64918044,Nicosia constituency,2021-06-01,,female,2022-07-28,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q47893519-D107A4BD-8747-42BA-9DC4-B39CE74B6798
Q107110533,PANTELIDES Chrisis,Q816863,Democratic Party,Q64918044,Nicosia constituency,2021-06-01,,male,2021-09-14,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q107110533-E223F722-EDF0-4A9E-9260-840CCA6E7B68
Q3161181,PAPADOPOULOS Nicholas,Q816863,Democratic Party,Q64918044,Nicosia constituency,2021-06-01,,male,2021-09-14,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q3161181-A6146C69-CCD9-451A-BD62-DE9ED9EBC8C9
Q107126518,PAPADOURIS Stavros,Q1650110,Movement of Ecologists — Citizens' Cooperation,Q64918041,Limassol constituency,2021-06-01,,male,2021-09-14,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q107126518-C8E58852-113B-43EE-A963-B908CB8B5783
Q49782374,PAPAYIANNIS Linos,Q2748384,ELAM,Q64918045,Famagusta constituency,2021-06-01,,male,2022-07-28,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q49782374-E77BBA8D-40A3-407B-BD06-D3864FEE6D80
Q64969661,PASIOURTIDES Andreas,Q212158,Progressive Party of Working People,Q64918047,Larnaca constituency,2021-06-01,,male,2022-07-28,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q64969661-5CA894FF-93D5-47EC-8049-FAB2A42DD6BF
Q107062924,PAZAROS Charalambos,Q644973,Democratic Rally,Q64918042,Paphos constituency,2021-06-01,,male,2021-09-14,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q107062924-DBCEFD34-82E3-469E-AA21-81D8A850A45C
Q107110600,SAVVIDES Chrysanthos,Q816863,Democratic Party,Q64918042,Paphos constituency,2021-06-01,,male,2022-07-28,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q107110600-454931F5-DFAC-4BD5-B1AB-7544DB82E80E
Q107083979,SENEKIS Christos,Q816863,Democratic Party,Q64918045,Famagusta constituency,2021-06-01,,male,2022-07-28,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q107083979-F069D989-60B0-4DFB-97C8-2718979EDF42
Q12880743,SIZOPOULOS Marinos,Q259800,Movement for Social Democracy,Q64918041,Limassol constituency,2021-06-01,,male,2022-07-28,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q12880743-F17BEA75-259C-428E-A102-5ED3C79D7EB0
Q12884748,STEFANOU Stefanos,Q212158,Progressive Party of Working People,Q64918044,Nicosia constituency,2021-06-01,,male,2022-07-28,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q12884748-0CB7ED04-8864-4A2D-A9E8-0346A6F2D101
Q107064700,SUPERMAN THEODOROU Rita,Q644973,Democratic Rally,Q64864679,Kyrenia constituency,2021-06-01,,female,2021-09-14,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q107064700-5D6A63D8-5741-4DA1-A185-6D7D267FC39B
Q107065060,SYKAS Nikos,Q644973,Democratic Rally,Q64918041,Limassol constituency,2021-06-01,,male,2021-09-14,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q107065060-82C24B23-4AB7-4B6D-9FE9-8D94E1AD69FA
Q65458354,THEMISTOCLEOUS Andreas,Q327591,IND,Q64918041,Limassol constituency,2021-10-07,,male,2022-07-28,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q65458354-813b60ea-4e15-0b72-f837-15b18a956052
Q53632707,THEOPEMPTOU Charalampos,Q1650110,Movement of Ecologists — Citizens' Cooperation,Q64918044,Nicosia constituency,2021-06-01,,male,2022-07-28,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q53632707-37805EC8-8853-433E-875C-55A63A2A4709
Q7030515,TORNARITIS Nicos,Q644973,Democratic Rally,Q64918044,Nicosia constituency,2021-06-01,,male,2021-09-14,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q7030515-8C487590-8760-4C3A-9098-6CBF90BDCF0B
Q107111075,TRYFONIDES Alekos,Q60785287,Democratic Front,Q64918044,Nicosia constituency,2021-06-01,,male,2022-07-28,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q107111075-9B274BD7-5551-460F-AB66-2CC536BA8457
Q107064880,TSIRIDOU Fotini,Q644973,Democratic Rally,Q64918041,Limassol constituency,2021-06-01,,female,2022-07-28,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q107064880-6C7355A9-16BD-43AC-B37B-607737B3EE9A
Q107110819,YIACOUMI Michalis,Q60785287,Democratic Front,Q64918045,Famagusta constituency,2021-06-01,,male,2021-11-16,http://www.parliament.cy/en/composition/members-of-the-house/biographical-notes,Q107110819-09A11D06-1634-401D-A032-11A167429FFE
